state,district,year,month,age_0_5,age_5_17,age_18_greater,demo_age_5_17,demo_age_17_,bio_age_5_17,bio_age_17_,total_enrolments,total_updates,adult_system_stress,child_system_stress,digital_friction_index,log_digital_friction,friction_outlier
Gujarat,porbandar,2025,9,397,71,21,201.0,1920.0,955.0,1248.0,489,4324.0,3168.0,1156.0,144.0,4.976733742420574,False
Gujarat,porbandar,2025,10,144,21,20,105.0,1022.0,292.0,437.0,185,1856.0,1459.0,397.0,69.47619047619048,4.255274929034738,False
Gujarat,porbandar,2025,11,275,41,23,220.0,1951.0,647.0,853.0,339,3671.0,2804.0,867.0,116.83333333333333,4.769271196668518,False
Gujarat,porbandar,2025,12,217,12,9,216.0,2359.0,1135.0,1306.0,238,5016.0,3665.0,1351.0,366.5,5.906723318652891,False
Gujarat,rajkot,2025,4,1508,370,252,432.0,5801.0,9274.0,10253.0,2130,25760.0,16054.0,9706.0,63.45454545454545,4.165960253733757,False
Gujarat,rajkot,2025,5,1375,312,221,909.0,10834.0,14328.0,13205.0,1908,39276.0,24039.0,15237.0,108.28378378378379,4.693948019891653,False
Gujarat,rajkot,2025,7,2649,961,223,828.0,8125.0,13895.0,14228.0,3833,37076.0,22353.0,14723.0,99.79017857142857,4.613040916082933,False
Gujarat,rajkot,2025,9,2038,600,59,699.0,10884.0,5987.0,7016.0,2697,24586.0,17900.0,6686.0,298.3333333333333,5.70155777963409,False
Gujarat,rajkot,2025,10,872,205,86,430.0,4863.0,2159.0,2402.0,1163,9854.0,7265.0,2589.0,83.50574712643679,4.436819545380939,False
Gujarat,rajkot,2025,11,2080,342,102,973.0,11135.0,6102.0,6173.0,2524,24383.0,17308.0,7075.0,168.03883495145632,5.130128481136963,False
Gujarat,rajkot,2025,12,1205,162,29,1307.0,17000.0,8700.0,8512.0,1396,35519.0,25512.0,10007.0,850.4,6.746882053394052,False
Gujarat,sabarkantha,2025,4,457,215,121,0.0,0.0,5241.0,5047.0,793,10288.0,5047.0,5241.0,41.368852459016395,3.746413480462783,False
Gujarat,sabarkantha,2025,5,90,41,11,0.0,0.0,6007.0,5448.0,142,11455.0,5448.0,6007.0,454.0,6.12029741895095,False
Gujarat,sabarkantha,2025,7,951,1169,157,0.0,0.0,8522.0,8109.0,2277,16631.0,8109.0,8522.0,51.322784810126585,3.9574319322257088,False
Gujarat,sabarkantha,2025,9,1239,550,84,711.0,6041.0,3768.0,4621.0,1873,15141.0,10662.0,4479.0,125.43529411764706,4.839730668350837,False
Gujarat,sabarkantha,2025,10,365,90,35,287.0,2143.0,742.0,1149.0,490,4321.0,3292.0,1029.0,91.44444444444444,4.52660786348499,False
Gujarat,sabarkantha,2025,11,751,146,71,575.0,4999.0,2017.0,3231.0,968,10822.0,8230.0,2592.0,114.30555555555556,4.747585609596928,False
Gujarat,sabarkantha,2025,12,679,109,44,811.0,7463.0,4263.0,5383.0,832,17920.0,12846.0,5074.0,285.46666666666664,5.657622182672785,False
Gujarat,surat,2025,4,2932,976,280,1388.0,14663.0,17343.0,20187.0,4188,53581.0,34850.0,18731.0,124.02135231316726,4.82848454121982,False
Gujarat,surat,2025,5,1396,542,48,3352.0,27637.0,20749.0,21767.0,1986,73505.0,49404.0,24101.0,1008.2448979591836,6.916957704440791,False
Gujarat,surat,2025,7,2694,1581,81,3129.0,27417.0,20082.0,20848.0,4356,71476.0,48265.0,23211.0,588.5975609756098,6.3794402041223535,False
Gujarat,surat,2025,9,3844,1389,39,2476.0,25212.0,10006.0,11317.0,5272,49011.0,36529.0,12482.0,913.225,6.818076711837457,False
Gujarat,surat,2025,10,1289,420,65,1195.0,11773.0,5273.0,4455.0,1774,22696.0,16228.0,6468.0,245.87878787878788,5.508897478844162,False
Gujarat,surat,2025,11,3748,945,79,2887.0,28532.0,15617.0,12383.0,4772,59419.0,40915.0,18504.0,511.4375,6.239178752356397,False
Gujarat,surat,2025,12,2067,455,57,3843.0,40308.0,16880.0,13117.0,2579,74148.0,53425.0,20723.0,921.1206896551724,6.826676114832877,False
Gujarat,surendra nagar,2025,4,436,159,91,0.0,0.0,5937.0,6166.0,686,12103.0,6166.0,5937.0,67.02173913043478,4.219827347179787,False
Gujarat,surendra nagar,2025,6,114,194,16,0.0,0.0,7035.0,6839.0,324,13874.0,6839.0,7035.0,402.29411764705884,5.9996661162214,False
Gujarat,surendra nagar,2025,7,1413,1420,149,152.0,1187.0,8320.0,8921.0,2982,18580.0,10108.0,8472.0,67.38666666666667,4.225177873852958,False
Gujarat,surendra nagar,2025,9,1672,711,55,359.0,4961.0,3245.0,4861.0,2438,13426.0,9822.0,3604.0,175.39285714285714,5.172713650365421,False
Gujarat,surendra nagar,2025,10,532,153,58,183.0,1860.0,932.0,1280.0,743,4255.0,3140.0,1115.0,53.220338983050844,3.9930560960437984,False
Gujarat,surendra nagar,2025,11,990,269,61,400.0,4294.0,2463.0,3486.0,1320,10643.0,7780.0,2863.0,125.48387096774194,4.8401147978071855,False
Gujarat,surendra nagar,2025,12,804,124,45,488.0,6609.0,4225.0,4959.0,973,16281.0,11568.0,4713.0,251.47826086956522,5.5313251494429005,False
Gujarat,tapi,2025,4,68,12,13,0.0,0.0,2092.0,3386.0,93,5478.0,3386.0,2092.0,241.85714285714286,5.4924733809889945,False
Gujarat,tapi,2025,9,890,113,5,304.0,1392.0,1566.0,2092.0,1008,5354.0,3484.0,1870.0,580.6666666666666,6.3658975459684175,False
Gujarat,tapi,2025,10,213,22,8,142.0,600.0,454.0,665.0,243,1861.0,1265.0,596.0,140.55555555555554,4.9526922587958895,False
Gujarat,tapi,2025,11,412,31,85,277.0,1211.0,1260.0,1521.0,528,4269.0,2732.0,1537.0,31.767441860465116,3.489435396205118,False
Gujarat,tapi,2025,12,194,14,23,353.0,1594.0,2558.0,2178.0,231,6683.0,3772.0,2911.0,157.16666666666666,5.063649329381873,False
Gujarat,the dangs,2025,4,85,13,22,0.0,0.0,2238.0,2502.0,120,4740.0,2502.0,2238.0,108.78260869565217,4.69850212578031,False
Gujarat,the dangs,2025,5,174,49,38,206.0,319.0,2554.0,2464.0,261,5543.0,2783.0,2760.0,71.35897435897436,4.281639486283113,False
Gujarat,the dangs,2025,6,222,72,70,0.0,0.0,1663.0,1668.0,364,3331.0,1668.0,1663.0,23.492957746478872,3.1983856373129678,False
Gujarat,the dangs,2025,7,309,107,92,0.0,0.0,1972.0,2275.0,508,4247.0,2275.0,1972.0,24.462365591397848,3.2372015028506405,False
Gujarat,the dangs,2025,9,376,75,3,143.0,799.0,1112.0,1621.0,454,3675.0,2420.0,1255.0,605.0,6.406879986069314,False
Gujarat,the dangs,2025,10,134,21,10,85.0,532.0,264.0,397.0,165,1278.0,929.0,349.0,84.45454545454545,4.447984602465679,False
Gujarat,the dangs,2025,11,214,21,0,144.0,528.0,540.0,854.0,235,2066.0,1382.0,684.0,1382.0,7.232010331664759,False
Gujarat,the dangs,2025,12,128,9,1,117.0,658.0,1040.0,1165.0,138,2980.0,1823.0,1157.0,911.5,6.816188085456647,False
Gujarat,vadodara,2025,3,36,43,10,2456.0,18685.0,8429.0,16311.0,89,45881.0,34996.0,10885.0,3181.4545454545455,8.065408047675847,False
Gujarat,vadodara,2025,4,808,228,195,0.0,0.0,7698.0,14284.0,1231,21982.0,14284.0,7698.0,72.87755102040816,4.3024090067091905,False
Gujarat,vadodara,2025,5,158,78,10,0.0,0.0,11049.0,16346.0,246,27395.0,16346.0,11049.0,1486.0,7.304515946460155,False
Gujarat,vadodara,2025,6,431,173,47,0.0,0.0,10870.0,17022.0,651,27892.0,17022.0,10870.0,354.625,5.873876804880595,False
Gujarat,vadodara,2025,7,507,217,60,236.0,2371.0,13203.0,21770.0,784,37580.0,24141.0,13439.0,395.75409836065575,5.9833166891846865,False
Gujarat,vadodara,2025,9,2066,654,81,1456.0,11757.0,6354.0,9775.0,2801,29342.0,21532.0,7810.0,262.5853658536585,5.5743772845988575,False
Gujarat,vadodara,2025,10,1070,215,16,756.0,4988.0,2208.0,2901.0,1301,10853.0,7889.0,2964.0,464.05882352941177,6.142163899800415,False
Gujarat,vadodara,2025,11,2248,439,134,1466.0,11789.0,7166.0,9584.0,2821,30005.0,21373.0,8632.0,158.31851851851852,5.070905459491139,False
Gujarat,vadodara,2025,12,1327,192,36,2059.0,16825.0,10881.0,11767.0,1555,41532.0,28592.0,12940.0,772.7567567567568,6.651257556441139,False
Gujarat,valsad,2025,4,618,186,100,168.0,464.0,4505.0,5611.0,904,10748.0,6075.0,4673.0,60.148514851485146,4.113305574863353,False
Gujarat,valsad,2025,5,277,101,20,727.0,3060.0,4790.0,5347.0,398,13924.0,8407.0,5517.0,400.3333333333333,5.994792337200656,False
Gujarat,valsad,2025,7,581,261,30,0.0,0.0,6171.0,6679.0,872,12850.0,6679.0,6171.0,215.4516129032258,5.377367025480581,False
Gujarat,valsad,2025,9,1381,358,12,731.0,3873.0,4250.0,3828.0,1751,12682.0,7701.0,4981.0,592.3846153846154,6.3858427813066365,False
Gujarat,valsad,2025,10,460,94,13,340.0,1971.0,1187.0,1224.0,567,4722.0,3195.0,1527.0,228.21428571428572,5.434657311494599,False
Gujarat,valsad,2025,11,1207,244,33,739.0,4301.0,2994.0,3266.0,1484,11300.0,7567.0,3733.0,222.55882352941177,5.409674571949879,False
Gujarat,valsad,2025,12,1003,102,13,942.0,5888.0,4267.0,3839.0,1118,14936.0,9727.0,5209.0,694.7857142857143,6.545041731155697,False
Haryana,ambala,2025,6,245,23,13,379.0,2565.0,2525.0,4962.0,281,10431.0,7527.0,2904.0,537.6428571428571,6.289052748587388,False
Haryana,ambala,2025,9,705,40,1,347.0,2544.0,2348.0,3009.0,746,8248.0,5553.0,2695.0,2776.5,7.9293065215137855,False
Haryana,ambala,2025,10,608,21,8,198.0,1916.0,1198.0,1993.0,637,5305.0,3909.0,1396.0,434.3333333333333,6.076112021168266,False
Haryana,ambala,2025,11,889,28,7,429.0,3622.0,2289.0,4149.0,924,10489.0,7771.0,2718.0,971.375,6.879741532526938,False
Haryana,ambala,2025,12,519,7,3,488.0,4431.0,2922.0,4720.0,529,12561.0,9151.0,3410.0,2287.75,7.73576109598872,False
Haryana,bhiwani,2025,9,866,45,2,356.0,1999.0,3605.0,4182.0,913,10142.0,6181.0,3961.0,2060.3333333333335,7.6311083015991485,False
Haryana,bhiwani,2025,10,660,30,7,234.0,2104.0,2273.0,3298.0,697,7909.0,5402.0,2507.0,675.25,6.516562830160692,False
Haryana,bhiwani,2025,11,782,28,6,436.0,3324.0,3771.0,4732.0,816,12263.0,8056.0,4207.0,1150.857142857143,7.0491308256297085,False
Haryana,bhiwani,2025,12,591,25,0,546.0,4561.0,5467.0,6358.0,616,16932.0,10919.0,6013.0,10919.0,9.298351249298896,True
Haryana,charkhi dadri,2025,9,324,12,0,202.0,1165.0,14.0,34.0,336,1415.0,1199.0,216.0,1199.0,7.090076835776092,False
Haryana,charkhi dadri,2025,10,189,10,0,148.0,1224.0,19.0,35.0,199,1426.0,1259.0,167.0,1259.0,7.138866999945524,False
Haryana,charkhi dadri,2025,11,351,11,0,262.0,1768.0,34.0,34.0,362,2098.0,1802.0,296.0,1802.0,7.497207223203318,False
Haryana,charkhi dadri,2025,12,189,8,0,277.0,2268.0,26.0,50.0,197,2621.0,2318.0,303.0,2318.0,7.7488913372555315,False
Haryana,faridabad,2025,3,80,60,10,2048.0,16109.0,5887.0,8148.0,150,32192.0,24257.0,7935.0,2205.181818181818,7.6990186162638174,False
Haryana,faridabad,2025,4,1291,290,25,1919.0,10569.0,6875.0,8320.0,1606,27683.0,18889.0,8794.0,726.5,6.589613999045648,False
Haryana,faridabad,2025,5,1358,311,32,1492.0,8884.0,4460.0,6683.0,1701,21519.0,15567.0,5952.0,471.72727272727275,6.158518631771148,False
Haryana,faridabad,2025,6,1698,483,83,1375.0,10141.0,4464.0,7031.0,2264,23011.0,17172.0,5839.0,204.42857142857142,5.325098389225679,False
Haryana,faridabad,2025,7,2678,733,54,2311.0,15174.0,11004.0,9476.0,3465,37965.0,24650.0,13315.0,448.1818181818182,6.10742774604738,False
Haryana,faridabad,2025,9,1718,491,34,1037.0,7976.0,5457.0,4772.0,2243,19242.0,12748.0,6494.0,364.22857142857146,5.900523380678608,False
Haryana,faridabad,2025,10,1020,216,7,659.0,5584.0,3695.0,2806.0,1243,12744.0,8390.0,4354.0,1048.75,6.956307319564303,False
Haryana,faridabad,2025,11,1663,404,68,1316.0,10454.0,7693.0,5758.0,2135,25221.0,16212.0,9009.0,234.95652173913044,5.463647558134255,False
Haryana,faridabad,2025,12,872,160,8,1463.0,13127.0,8238.0,6251.0,1040,29079.0,19378.0,9701.0,2153.1111111111113,7.6751334400029885,False
Haryana,fatehabad,2025,9,548,34,5,305.0,1797.0,2564.0,2767.0,587,7433.0,4564.0,2869.0,760.6666666666666,6.635509014660196,False
Haryana,fatehabad,2025,10,609,20,2,194.0,1626.0,2321.0,2503.0,631,6644.0,4129.0,2515.0,1376.3333333333333,7.227904541571419,False
Haryana,fatehabad,2025,11,674,23,1,305.0,2815.0,2425.0,3359.0,698,8904.0,6174.0,2730.0,3087.0,8.035278911144667,False
Haryana,fatehabad,2025,12,482,13,1,321.0,3671.0,2962.0,4430.0,496,11384.0,8101.0,3283.0,4050.5,8.30684246190078,True
Haryana,gurgaon,2025,3,18,19,13,1290.0,11356.0,3989.0,4826.0,50,21461.0,16182.0,5279.0,1155.857142857143,7.053462247536793,False
Haryana,gurgaon,2025,4,494,192,36,1540.0,10256.0,4562.0,4863.0,722,21221.0,15119.0,6102.0,408.6216216216216,6.015233859494267,False
Haryana,gurgaon,2025,5,512,143,13,204.0,1470.0,3864.0,4786.0,668,10324.0,6256.0,4068.0,446.85714285714283,6.104474304011708,False
Haryana,gurgaon,2025,6,534,207,81,259.0,2453.0,3632.0,4819.0,822,11163.0,7272.0,3891.0,88.6829268292683,4.496280414596964,False
Haryana,gurgaon,2025,7,1252,399,113,1675.0,12849.0,4909.0,5675.0,1764,25108.0,18524.0,6584.0,162.49122807017545,5.096759337951106,False
Haryana,gurgaon,2025,9,1492,328,53,863.0,6234.0,3655.0,2762.0,1873,13514.0,8996.0,4518.0,166.59259259259258,5.121535990129697,False
Haryana,gurgaon,2025,10,970,171,8,575.0,4913.0,2646.0,2066.0,1149,10200.0,6979.0,3221.0,775.4444444444445,6.654725093917728,False
Haryana,gurgaon,2025,11,1423,283,32,1225.0,9042.0,4764.0,3362.0,1738,18393.0,12404.0,5989.0,375.8787878787879,5.931923618187261,False
Haryana,gurgaon,2025,12,822,137,44,1399.0,12066.0,5846.0,3874.0,1003,23185.0,15940.0,7245.0,354.22222222222223,5.872743571723622,False
Haryana,hisar,2025,6,350,46,10,196.0,1864.0,3839.0,7683.0,406,13582.0,9547.0,4035.0,867.9090909090909,6.767238506339733,False
Haryana,hisar,2025,9,1351,84,2,642.0,4006.0,4378.0,4299.0,1437,13325.0,8305.0,5020.0,2768.3333333333335,7.926361896327894,False
Haryana,hisar,2025,10,1129,56,1,428.0,3745.0,4016.0,4324.0,1186,12513.0,8069.0,4444.0,4034.5,8.302885488764428,True
Haryana,hisar,2025,11,1222,77,6,672.0,5324.0,6179.0,5865.0,1305,18040.0,11189.0,6851.0,1598.4285714285713,7.37740170158003,False
Haryana,hisar,2025,12,818,15,0,697.0,6814.0,6193.0,6377.0,833,20081.0,13191.0,6890.0,13191.0,9.487365864239434,True
Haryana,jhajjar,2025,9,779,36,2,324.0,2113.0,2700.0,2411.0,817,7548.0,4524.0,3024.0,1508.0,7.319202458767849,False
Haryana,jhajjar,2025,10,556,20,0,184.0,1731.0,1443.0,2081.0,576,5439.0,3812.0,1627.0,3812.0,8.246171559857563,True
Haryana,jhajjar,2025,11,617,21,5,351.0,2629.0,2867.0,2953.0,643,8800.0,5582.0,3218.0,930.3333333333334,6.836617251148797,False
Haryana,jhajjar,2025,12,426,15,3,379.0,3701.0,3522.0,3685.0,444,11287.0,7386.0,3901.0,1846.5,7.521588652822357,False
Haryana,jind,2025,9,1245,29,0,348.0,2314.0,3757.0,4641.0,1274,11060.0,6955.0,4105.0,6955.0,8.847359875474174,True
Haryana,jind,2025,10,830,20,0,220.0,2302.0,2164.0,3258.0,850,7944.0,5560.0,2384.0,5560.0,8.623533227187563,True
Haryana,jind,2025,11,863,31,0,377.0,2904.0,3198.0,5061.0,894,11540.0,7965.0,3575.0,7965.0,8.982937763741589,True
Haryana,jind,2025,12,641,10,0,484.0,4632.0,5113.0,6514.0,651,16743.0,11146.0,5597.0,11146.0,9.318925682389624,True
Haryana,kaithal,2025,6,406,19,10,279.0,2682.0,2487.0,5543.0,435,10991.0,8225.0,2766.0,747.7272727272727,6.618374795349309,False
Haryana,kaithal,2025,9,790,20,0,449.0,2088.0,4235.0,3215.0,810,9987.0,5303.0,4684.0,5303.0,8.576216531865699,True
Haryana,kaithal,2025,10,439,19,1,234.0,1623.0,1843.0,2072.0,459,5772.0,3695.0,2077.0,1847.5,7.522129778376686,False
Haryana,kaithal,2025,11,645,17,1,430.0,2703.0,2729.0,3481.0,663,9343.0,6184.0,3159.0,3092.0,8.03689677268507,False
Haryana,kaithal,2025,12,480,10,0,395.0,3426.0,3465.0,4548.0,490,11834.0,7974.0,3860.0,7974.0,8.984066927653044,True
Haryana,karnal,2025,9,1285,66,1,417.0,2227.0,3568.0,5044.0,1352,11256.0,7271.0,3985.0,3635.5,8.198776959594595,False
Haryana,karnal,2025,10,771,34,0,336.0,2000.0,2062.0,3157.0,805,7555.0,5157.0,2398.0,5157.0,8.54830418644129,True
Haryana,karnal,2025,11,867,43,3,673.0,3643.0,3399.0,5761.0,913,13476.0,9404.0,4072.0,2351.0,7.763021309018518,False
Haryana,karnal,2025,12,801,33,3,671.0,4600.0,4376.0,6702.0,837,16349.0,11302.0,5047.0,2825.5,7.946794476115345,False
Haryana,kurukshetra,2025,6,72,10,11,0.0,0.0,1835.0,4571.0,93,6406.0,4571.0,1835.0,380.9166666666667,5.945202434721124,False
Haryana,kurukshetra,2025,9,639,23,0,339.0,1884.0,2615.0,3627.0,662,8465.0,5511.0,2954.0,5511.0,8.614682812693495,True
Haryana,kurukshetra,2025,10,478,14,0,185.0,1546.0,1045.0,2254.0,492,5030.0,3800.0,1230.0,3800.0,8.24301946898925,True
Haryana,kurukshetra,2025,11,650,19,0,290.0,2478.0,2174.0,4283.0,669,9225.0,6761.0,2464.0,6761.0,8.819073983267831,True
Haryana,kurukshetra,2025,12,388,8,0,345.0,2930.0,2768.0,4922.0,396,10965.0,7852.0,3113.0,7852.0,8.968650903374874,True
Haryana,mahendragarh,2025,9,784,56,1,335.0,1976.0,2150.0,2337.0,841,6798.0,4313.0,2485.0,2156.5,7.676705422957583,False
Haryana,mahendragarh,2025,10,515,28,0,177.0,1531.0,1271.0,1885.0,543,4864.0,3416.0,1448.0,3416.0,8.136518252115291,False
Haryana,mahendragarh,2025,11,611,35,16,307.0,2614.0,2284.0,2563.0,662,7768.0,5177.0,2591.0,304.52941176470586,5.722046048166478,False
Haryana,mahendragarh,2025,12,543,31,1,405.0,3613.0,3754.0,3268.0,575,11040.0,6881.0,4159.0,3440.5,8.14366270183842,False
Haryana,mewat,2025,5,1169,147,11,687.0,4418.0,2881.0,2969.0,1327,10955.0,7387.0,3568.0,615.5833333333334,6.42419348513755,False
Haryana,mewat,2025,6,1251,213,42,357.0,3617.0,1622.0,2556.0,1506,8152.0,6173.0,1979.0,143.5581395348837,4.973681776353921,False
Haryana,mewat,2025,9,1206,104,3,612.0,4611.0,7355.0,3459.0,1313,16037.0,8070.0,7967.0,2017.5,7.610109940292996,False
Haryana,mewat,2025,10,1162,81,0,314.0,3871.0,3437.0,1727.0,1243,9349.0,5598.0,3751.0,5598.0,8.630343289348893,True
Haryana,mewat,2025,11,1524,101,3,481.0,6202.0,4129.0,3046.0,1628,13858.0,9248.0,4610.0,2312.0,7.746300662231439,False
Haryana,mewat,2025,12,1240,71,2,751.0,8750.0,5282.0,4437.0,1313,19220.0,13187.0,6033.0,4395.666666666667,8.388601957043251,True
Haryana,palwal,2025,9,1111,120,2,489.0,4625.0,3576.0,3022.0,1233,11712.0,7647.0,4065.0,2549.0,7.843848638152472,False
Haryana,palwal,2025,10,802,58,1,281.0,2810.0,2068.0,1593.0,861,6752.0,4403.0,2349.0,2201.5,7.697348357810335,False
Haryana,palwal,2025,11,1293,74,1,428.0,4010.0,3370.0,2710.0,1368,10518.0,6720.0,3798.0,3360.0,8.119993827725105,False
Haryana,palwal,2025,12,844,56,0,663.0,5942.0,5166.0,3332.0,900,15103.0,9274.0,5829.0,9274.0,9.135077887475635,True
Haryana,panchkula,2025,9,308,31,0,321.0,1832.0,1394.0,1004.0,339,4551.0,2836.0,1715.0,2836.0,7.950502434808851,False
Haryana,panchkula,2025,10,267,17,2,225.0,1591.0,1059.0,851.0,286,3726.0,2442.0,1284.0,814.0,6.703188113240863,False
Haryana,panchkula,2025,11,397,25,2,340.0,2618.0,1758.0,1612.0,424,6328.0,4230.0,2098.0,1410.0,7.252053951852814,False
Haryana,panchkula,2025,12,272,13,2,477.0,3512.0,2134.0,1762.0,287,7885.0,5274.0,2611.0,1758.0,7.472500744737558,False
Haryana,panipat,2025,6,776,87,14,0.0,0.0,2659.0,5265.0,877,7924.0,5265.0,2659.0,351.0,5.863631175598097,False
Haryana,panipat,2025,7,1344,169,10,1114.0,6128.0,6233.0,7343.0,1523,20818.0,13471.0,7347.0,1224.6363636363637,7.111215468615014,False
Haryana,panipat,2025,9,1076,108,6,564.0,3549.0,2951.0,4045.0,1190,11109.0,7594.0,3515.0,1084.857142857143,6.990124947510727,False
Haryana,panipat,2025,10,677,44,6,362.0,2634.0,1951.0,2783.0,727,7730.0,5417.0,2313.0,773.8571428571429,6.652678680564918,False
Haryana,panipat,2025,11,947,92,8,676.0,4695.0,2969.0,4622.0,1047,12962.0,9317.0,3645.0,1035.2222222222222,6.943336900032047,False
Haryana,panipat,2025,12,609,37,1,743.0,6210.0,3813.0,5383.0,647,16149.0,11593.0,4556.0,5796.5,8.665182069129687,True
Haryana,rewari,2025,9,607,58,2,536.0,2736.0,2872.0,1720.0,667,7864.0,4456.0,3408.0,1485.3333333333333,7.304067515959367,False
Haryana,rewari,2025,10,481,22,2,308.0,2636.0,1420.0,1643.0,505,6007.0,4279.0,1728.0,1426.3333333333333,7.263563180481518,False
Haryana,rewari,2025,11,654,43,2,517.0,3327.0,2161.0,2038.0,699,8043.0,5365.0,2678.0,1788.3333333333333,7.489598389983408,False
Haryana,rewari,2025,12,415,13,0,557.0,4547.0,3370.0,2823.0,428,11297.0,7370.0,3927.0,7370.0,8.905308661189288,True
Haryana,rohtak,2025,6,420,56,52,326.0,1776.0,2365.0,5707.0,528,10174.0,7483.0,2691.0,141.18867924528303,4.957154902704077,False
Haryana,rohtak,2025,9,854,48,1,370.0,1724.0,2607.0,3474.0,903,8175.0,5198.0,2977.0,2599.0,7.8632667240095735,False
Haryana,rohtak,2025,10,601,29,1,195.0,1229.0,1349.0,2384.0,631,5157.0,3613.0,1544.0,1806.5,7.49969995403292,False
Haryana,rohtak,2025,11,780,41,7,393.0,2148.0,2219.0,3815.0,828,8575.0,5963.0,2612.0,745.375,6.6152281548671565,False
Haryana,rohtak,2025,12,528,21,0,587.0,3345.0,3017.0,4572.0,549,11521.0,7917.0,3604.0,7917.0,8.976893927666076,True
Haryana,sirsa,2025,9,811,67,0,328.0,2907.0,3911.0,3541.0,878,10687.0,6448.0,4239.0,6448.0,8.771680359010377,True
Haryana,sirsa,2025,10,679,45,0,239.0,2963.0,3103.0,3501.0,724,9806.0,6464.0,3342.0,6464.0,8.774158291205957,True
Haryana,sirsa,2025,11,846,48,1,453.0,4637.0,3457.0,5332.0,895,13879.0,9969.0,3910.0,4984.5,8.514288978268848,True
Haryana,sirsa,2025,12,660,34,0,533.0,6902.0,4821.0,7305.0,694,19561.0,14207.0,5354.0,14207.0,9.56156046523195,True
Haryana,sonipat,2025,6,360,46,23,461.0,3339.0,3162.0,6040.0,429,13002.0,9379.0,3623.0,390.7916666666667,5.970730235929131,False
Haryana,sonipat,2025,9,1190,74,6,563.0,3762.0,3764.0,3382.0,1270,11471.0,7144.0,4327.0,1020.5714285714286,6.929097336993083,False
Haryana,sonipat,2025,10,791,43,4,359.0,2776.0,2206.0,2803.0,838,8144.0,5579.0,2565.0,1115.8,7.018222732008108,False
Haryana,sonipat,2025,11,1192,70,3,669.0,4509.0,3231.0,3991.0,1265,12400.0,8500.0,3900.0,2125.0,7.661997558901893,False
Haryana,sonipat,2025,12,690,31,1,747.0,5570.0,4302.0,4617.0,722,15236.0,10187.0,5049.0,5093.5,8.53591680541434,True
Haryana,yamuna nagar,2025,9,969,46,2,525.0,2841.0,3149.0,4297.0,1017,10812.0,7138.0,3674.0,2379.3333333333335,7.774995812881,False
Haryana,yamuna nagar,2025,10,618,17,1,255.0,2406.0,2093.0,2848.0,636,7602.0,5254.0,2348.0,2627.0,7.873978379604501,False
Haryana,yamuna nagar,2025,11,925,31,5,557.0,4794.0,3589.0,5426.0,961,14366.0,10220.0,4146.0,1703.3333333333333,7.440929306411889,False
Haryana,yamuna nagar,2025,12,649,16,0,653.0,5831.0,4572.0,6922.0,665,17978.0,12753.0,5225.0,12753.0,9.453600226875217,True
Himachal Pradesh,bilaspur,2025,9,254,3,0,177.0,1267.0,611.0,1079.0,257,3134.0,2346.0,788.0,2346.0,7.760893195851024,False
Himachal Pradesh,bilaspur,2025,10,221,5,0,102.0,479.0,1361.0,556.0,226,2498.0,1035.0,1463.0,1035.0,6.943122422819428,False
Himachal Pradesh,bilaspur,2025,11,269,4,0,126.0,712.0,1820.0,893.0,273,3551.0,1605.0,1946.0,1605.0,7.381501894506707,False
Himachal Pradesh,bilaspur,2025,12,194,2,0,169.0,1089.0,1272.0,1196.0,196,3726.0,2285.0,1441.0,2285.0,7.734558844354756,False
Himachal Pradesh,chamba,2025,9,360,23,1,318.0,3820.0,1447.0,994.0,384,6579.0,4814.0,1765.0,2407.0,7.786551806428712,False
Himachal Pradesh,chamba,2025,10,354,13,2,236.0,1410.0,1350.0,667.0,369,3663.0,2077.0,1586.0,692.3333333333334,6.541510884027254,False
Himachal Pradesh,chamba,2025,11,535,18,3,571.0,1984.0,4335.0,1160.0,556,8050.0,3144.0,4906.0,786.0,6.668228248417403,False
Himachal Pradesh,chamba,2025,12,274,10,1,708.0,2565.0,2125.0,1777.0,285,7175.0,4342.0,2833.0,2171.0,7.683403681053826,False
Himachal Pradesh,hamirpur,2025,9,273,4,0,157.0,1101.0,1118.0,1109.0,277,3485.0,2210.0,1275.0,2210.0,7.701200180857446,False
Himachal Pradesh,hamirpur,2025,10,292,5,0,79.0,650.0,1254.0,709.0,297,2692.0,1359.0,1333.0,1359.0,7.215239978730097,False
Himachal Pradesh,hamirpur,2025,11,359,4,0,169.0,1018.0,2060.0,1111.0,363,4358.0,2129.0,2229.0,2129.0,7.6638772587034705,False
Himachal Pradesh,hamirpur,2025,12,224,2,1,181.0,1343.0,1454.0,1354.0,227,4332.0,2697.0,1635.0,1348.5,7.207489432458059,False
Himachal Pradesh,kangra,2025,9,1195,34,6,536.0,6007.0,3714.0,3703.0,1235,13960.0,9710.0,4250.0,1387.142857142857,7.235722058784126,False
Himachal Pradesh,kangra,2025,10,896,15,4,328.0,2467.0,5082.0,2115.0,915,9992.0,4582.0,5410.0,916.4,6.821543582163072,False
Himachal Pradesh,kangra,2025,11,1084,19,6,580.0,3964.0,8155.0,3672.0,1109,16371.0,7636.0,8735.0,1090.857142857143,6.995635326187571,False
Himachal Pradesh,kangra,2025,12,592,5,4,703.0,5126.0,7329.0,4659.0,601,17817.0,9785.0,8032.0,1957.0,7.579678823090456,False
